Timestamp,Left foot[q_x],Left foot[q_y],Left foot[q_z],Left foot[q_w],Left foot[v_x],Left foot[v_y],Left foot[v_z],Right foot[q_x],Right foot[q_y],Right foot[q_z],Right foot[q_w],Right foot[v_x],Right foot[v_y],Right foot[v_z]
0.0,0.1748534727137625,-0.2050025952648451,-0.05064815273701523,-0.9616834009376181,-0.05427884683012962,-0.11006341129541397,-0.3060665428638458,-0.13584085410210184,-0.23903818381709865,-0.005749833283831257,-0.961444199343593,-0.05780226592869655,0.0030534584637615294,-0.3429940669764991
0.016417000006185845,0.17490209206344612,-0.20502488387014187,-0.050613305671880576,-0.9616716427527796,-0.0697212964296341,-0.1584729701280594,-0.3209858536720276,-0.13577253080091792,-0.23896275436138453,-0.0057270848862839355,-0.9614727361743751,-0.05398233582479152,-0.001326248606898752,-0.3440325397140555
0.033133999997517094,0.17488782742297182,-0.2050289519762638,-0.05062646327546115,-0.9616726771032887,-0.10034547746181488,-0.1052076667547226,-0.3284836411476135,-0.13572531901265966,-0.23890332962642438,-0.005725544864749814,-0.9614941783538378,-0.06663709230077026,-0.014209983770959052,-0.3383271081548339
0.04985100000340026,0.1748452489266071,-0.20497169742107846,-0.05063873689291944,-0.9616919779794383,-0.093876913189888,-0.08801958709955215,-0.31560713052749634,-0.13570393083574653,-0.23883758701995603,-0.0057386979928858405,-0.9615134515583016,-0.07609196368166671,-0.022230290430941192,-0.3174548078348391
0.06656799999473151,0.17479627296643108,-0.20489843334880048,-0.05063413359901403,-0.9617167355739056,-0.06715723872184753,-0.07964222133159637,-0.31973937153816223,-0.1356808016374115,-0.23874757079915113,-0.005751695969102185,-0.9615389932280503,-0.06732531702732494,-0.00031609219699749516,-0.31437540365029204
0.08328500000061467,0.17474939813537882,-0.2048272976550679,-0.05061618207493765,-0.9617413519750526,-0.062023431062698364,-0.1072843000292778,-0.32913973927497864,-0.1356228574289557,-0.2386370867315505,-0.005744039868788302,-0.9615746395288665,-0.052105445026150686,0.02790907872841119,-0.33333455545397095
0.10000200000649784,0.1746776117901744,-0.20476090673986744,-0.05062446170889619,-0.9617680941303016,-0.09082303941249847,-0.1309051513671875,-0.32581809163093567,-0.13553483264267113,-0.23852935560891889,-0.005717861453576194,-0.9616139358982453,-0.05838449591798224,0.018222646287652543,-0.34604337719421446
0.11671899999782909,0.1745856833229893,-0.2046634914839235,-0.05064666643774766,-0.9618043510044018,-0.08665774017572403,-0.09630631655454636,-0.3231106102466583,-0.13544667446877867,-0.23844816019030168,-0.005702399234967567,-0.9616465857684796,-0.06398437569889234,-0.011996565787424883,-0.355794071257634
0.13343600000371225,0.17450121241498986,-0.2045733736489957,-0.05067553830987856,-0.9618373310890834,-0.0609089732170105,-0.08856213092803955,-0.3036976456642151,-0.13537805164506367,-0.2383903281199814,-0.005705466942647416,-0.9616705684581389,-0.051509901258284335,-0.017115704116886746,-0.33775361095652184
0.1501529999950435,0.1744562507167586,-0.20451898124705295,-0.050706066064995864,-0.9618554453553463,-0.046135421842336655,-0.07687141746282578,-0.32745561003685,-0.13533952907875263,-0.2383402697992134,-0.005712236617380391,-0.9616883580524447,-0.04719055909492057,-0.0025557162811529876,-0.3146180294333835
0.16657000000122935,0.17441591605935924,-0.20449564919640936,-0.0507249539709938,-0.961866725034999,-0.07671131193637848,-0.10228460282087326,-0.3048239052295685,-0.13531210923446688,-0.23828775755014023,-0.005703089666848962,-0.9617052835793808,-0.05115551251398045,0.004647038975745519,-0.322255755732176
0.1832870000071125,0.1743484947833593,-0.20446968642664887,-0.050778857396174534,-0.9618816233512852,-0.08575304597616196,-0.12931206822395325,-0.32412439584732056,-0.13526863620006624,-0.2382386967551841,-0.005702182361349017,-0.9617235593169605,-0.05292665504206658,-0.0014781024447737354,-0.32878694691209814
0.20000399999844376,0.17422081712233942,-0.20441292223948657,-0.05083302143675844,-0.9619139608272396,-0.1036083847284317,-0.13216401636600494,-0.32402804493904114,-0.13522196342897894,-0.2381879568149676,-0.005721577744540434,-0.961742575423817,-0.06593541113050425,-0.006260240342049614,-0.3265981977693785
0.21672100000432692,0.1739879195632155,-0.20430102018770707,-0.050884666243158565,-0.9619771555175561,-0.10397476702928543,-0.139515683054924,-0.31889253854751587,-0.13518100980211664,-0.23811517918503175,-0.005741350755936603,-0.9617662361104476,-0.06574094432519542,-0.0020947407768309905,-0.3230295608549759
0.23343799999565817,0.17377561254534574,-0.2041608176667208,-0.05090968195829271,-0.962043970563223,-0.10186292976140976,-0.06821085512638092,-0.33945947885513306,-0.1351393842458687,-0.23802003274981476,-0.005746521708163787,-0.9617956063133591,-0.05649458323548492,0.02349494281061578,-0.3329492097600691
0.25015500000154134,0.1736440280254577,-0.20402090467277634,-0.050839693569074945,-0.9621011108742149,-0.054692577570676804,-0.04837215691804886,-0.331667959690094,-0.13506430357342664,-0.23792956506767293,-0.005743038059151878,-0.9618285572183767,-0.03872116791018165,0.03832846339596413,-0.34404091500320355
0.2668719999928726,0.17360658975478752,-0.20394506769841236,-0.05083218581387186,-0.9621243424010157,-0.06316822022199631,-0.06055357679724693,-0.3497782051563263,-0.13496082545483148,-0.23787058359845453,-0.00573165973182834,-0.9618577385080392,-0.03886071438296469,0.009742217882281003,-0.3357002338730125
0.28328899999905843,0.1735650112509386,-0.2039000041666938,-0.05078379010072281,-0.9621439506816482,-0.0757659524679184,-0.11856608837842941,-0.3162251114845276,-0.13488667315274477,-0.23784144597742737,-0.005716963958882452,-0.9618754328416148,-0.056368325166436126,-0.02669947273941552,-0.3379979899450996
0.3000060000049416,0.17352336286922065,-0.20384507893775491,-0.05075585804304081,-0.9621645749068775,-0.07406637817621231,-0.09286025911569595,-0.32870393991470337,-0.13486042117367292,-0.23782724286385984,-0.005720954640600804,-0.9618826020001787,-0.06005781531637452,-0.028222030140619803,-0.3358241680350774
0.3164229999965755,0.17349283234843382,-0.20379689093198478,-0.05075072515083526,-0.9621805590775772,-0.10007855296134949,-0.10160111635923386,-0.3201198875904083,-0.1348505154322596,-0.23782361180076575,-0.0057241151235914904,-0.9618848697550785,-0.055928035551916735,0.00028297588147951913,-0.32177143041282497
0.3331400000024587,0.1734506082519409,-0.20370382265727718,-0.05071367084871523,-0.9622098329994828,-0.0951148048043251,-0.0870952382683754,-0.3129015266895294,-0.1348160587221896,-0.23781586840995997,-0.005702834365453594,-0.9618917406461248,-0.05994593498423935,0.020803733931592596,-0.31884697800511574
0.34985699999378994,0.1734090980677561,-0.20356094102530756,-0.050670026774620916,-0.9622498513291015,-0.09346290677785873,-0.06582529842853546,-0.28458884358406067,-0.13476004702361374,-0.2377859302353917,-0.005678852489018253,-0.961907132597888,-0.06755342091283226,-0.0006719694819799088,-0.32562854054962254
0.3665739999996731,0.17338684166463192,-0.20342008518431168,-0.050576974202443586,-0.962288543921051,-0.06887076795101166,-0.07883717119693756,-0.3003902733325958,-0.13468955742184838,-0.23772030709127207,-0.005655022263596731,-0.9619333653851166,-0.0774685365437528,-0.01854721627144446,-0.3162753481776807
0.38329100000555627,0.17341697089822247,-0.20330184658681444,-0.05053365336257892,-0.962310377818252,-0.051687076687812805,-0.06790760159492493,-0.3361359238624573,-0.1345979259738857,-0.2376249819001572,-0.005641670208960109,-0.9619698216980259,-0.07195339692898887,0.0032389662330973117,-0.30871596727135775
0.4000079999968875,0.17350094293439358,-0.20322391888871424,-0.05053343855638704,-0.962311713105508,-0.06767868250608444,-0.08468608558177948,-0.34926897287368774,-0.13449016992038884,-0.23753047838781083,-0.005641458273941189,-0.9620082328027062,-0.05942929333810195,0.011035350176122264,-0.3210328194450211
0.4167250000027707,0.17359077427827288,-0.20316909160649138,-0.05050588859918527,-0.9623085360309704,-0.05952651426196098,-0.1323569118976593,-0.33854395151138306,-0.13437567993700636,-0.23743921889599245,-0.005633793016680564,-0.962046804655456,-0.04625985301410073,0.025043009330101916,-0.3698303730299499
0.4331419999944046,0.17369312011342491,-0.20315388096901807,-0.05052854286328135,-0.9622920902868333,-0.021121244877576828,-0.09398774057626724,-0.346041738986969,-0.13425629444988543,-0.23739955555880818,-0.0055962534997848435,-0.9620734797133906,-0.01335810159435704,0.030053956340344964,-0.3966518659846327
0.4498590000002878,0.1738214988984056,-0.20321367095859208,-0.05053618881162108,-0.9622558828485492,-0.054902881383895874,-0.08891742676496506,-0.3045349717140198,-0.1341422243163515,-0.23744004772973965,-0.005539765113093594,-0.9620797255903755,-0.024970438849867542,0.010089776550350617,-0.3763206624239749
0.4662760000064736,0.1739389640324489,-0.20330933573530005,-0.05053149488876075,-0.9622146947633343,-0.057498592883348465,-0.12190157920122147,-0.3310385048389435,-0.13406974873697958,-0.23752458281862068,-0.005497970109924869,-0.9620692009180595,-0.05543022789921516,-0.013640271499233303,-0.3729019542716197
0.4829929999978049,0.17402632759509468,-0.20341871047278362,-0.0505733559510686,-0.9621735816375345,-0.04266864061355591,-0.13915593922138214,-0.32501035928726196,-0.1340567305005845,-0.23763976672662365,-0.005466638348424578,-0.9620427486046434,-0.05261821117929779,-0.014698166720385432,-0.35325974232510093
0.49971000000368804,0.17408132807744356,-0.20354937632459577,-0.05061391257118184,-0.9621338651491789,-0.06345407664775848,-0.09761714935302734,-0.3086901307106018,-0.1341098478720369,-0.2378047948258822,-0.005458844209720834,-0.961994609798544,-0.04566137484943899,-0.04246276636717165,-0.3181457717673401
0.5164269999950193,0.1741456313319026,-0.20366334832706778,-0.05067875305956522,-0.9620946957678064,-0.07489722967147827,-0.07018588483333588,-0.30450063943862915,-0.1342000585257483,-0.23800287285579955,-0.00547711047932133,-0.9619329384447073,-0.061123496991203764,-0.03583293993898813,-0.30243360059912655
0.5331440000009025,0.17427371641379935,-0.20378653998489848,-0.050700722118484844,-0.962044258163298,-0.052214380353689194,-0.03145179897546768,-0.31359773874282837,-0.1342889053292156,-0.23815822625970834,-0.005484534912915988,-0.9618820452878302,-0.06288768030468875,0.024812865065475774,-0.3241952379311486
0.5498610000067856,0.17451819324468626,-0.20398193416774554,-0.050688051450243986,-0.9619591946647078,-0.04395394027233124,-0.06755254417657852,-0.3375588059425354,-0.13434978438096,-0.2382871355530571,-0.005455554922042401,-0.9618417818888932,-0.03463539278527932,0.05331022601345132,-0.36584787380640676
0.5665779999981169,0.17485343605712872,-0.2042939606946627,-0.05069684991714336,-0.9618316292008607,0.004524752497673035,-0.1035488098859787,-0.3361254334449768,-0.13438965686544407,-0.2384592985746175,-0.005382866705216279,-0.9617939528802014,-0.024217059441917828,0.0286578699337156,-0.3504108619359786
0.583295000004,0.17522348176188085,-0.20466205797347728,-0.05065511815644248,-0.96168821999121,-0.06282258778810501,-0.08728590607643127,-0.2929230034351349,-0.13448460430515646,-0.23867709337704124,-0.005298483643987846,-0.9617271246944462,-0.07104101800729894,-0.06631909366284597,-0.32304022578080205
0.6000119999953313,0.17560075675965023,-0.2049405376409532,-0.050668587007972256,-0.9615593817063461,-0.12220264971256256,-0.10956444591283798,-0.30468374490737915,-0.13467151349453407,-0.23890007675660566,-0.005262244853980213,-0.9616458004680705,-0.0939067783456986,-0.0815364200545774,-0.3118248040067559
0.6164290000015171,0.1758387713396303,-0.20510163260117062,-0.05065162188718848,-0.9614824283356929,-0.14464591443538666,-0.161692276597023,-0.34510713815689087,-0.13486349571249606,-0.23909992476710656,-0.005269691593764788,-0.9615691830810076,-0.0882650308077162,-0.008062442783482178,-0.2990104519965383
