Timestamp,Left lower arm[q_x],Left lower arm[q_y],Left lower arm[q_z],Left lower arm[q_w],Left upper arm[q_x],Left upper arm[q_y],Left upper arm[q_z],Left upper arm[q_w]
0.0,0.002956653003854142,0.01914468147017112,0.9998082938564778,-0.0028486681483450285,0.03717359619798128,0.017665533877740336,0.995400741045182,-0.08650674762830052
0.01671699993312359,0.0029385236687108065,0.019072248915289747,0.9998097692036021,-0.0028354549902336037,0.03718076448998948,0.017593725582020214,0.9954018213557632,-0.08650587040030078
0.0334339999826625,0.0029456809630910566,0.01902382432043903,0.9998107487864563,-0.0028077896919910797,0.037174323253354825,0.017553073358241023,0.9954111931177658,-0.08640900371026919
0.05015099991578609,0.0029507127986052864,0.018983500095855477,0.999811641115996,-0.002757228142534012,0.03718299809430337,0.01752467286487741,0.9954152201792185,-0.08636463355596419
0.066867999965325,0.0029757684616667493,0.01890715075592775,0.9998130622332495,-0.0027395328302016178,0.03717746780970458,0.01742401461466947,0.9954236466123014,-0.08629022752916052
0.08358499989844859,0.003028738227673521,0.018873285354456926,0.9998134918409762,-0.002758147463712667,0.03725297457612712,0.017384125422458152,0.995420780392259,-0.08629877190199678
0.1003019999479875,0.002995586017253387,0.018933281817519465,0.9998122545767688,-0.002830707005296778,0.03723929409417329,0.017439706179401604,0.9954143701638088,-0.08636737402012287
0.11701899999752641,0.0028432027836440546,0.019033160308804364,0.9998103654298279,-0.002981306033304625,0.03706381739039206,0.017539066804095227,0.9954131904426752,-0.08643630527057322
0.13343599997460842,0.0027192266379204846,0.019132307302325013,0.9998081145292839,-0.003208542531992347,0.036882934212928854,0.017625151754621093,0.9954084014086622,-0.08655124259375488
0.150152999907732,0.002659779727465671,0.019204043967426976,0.9998056944966076,-0.0035641996654026667,0.03685607888017329,0.017695513379824446,0.9953719198100892,-0.08696688743067565
0.16686999995727092,0.0025402350710214397,0.01925156640714354,0.9998033236210118,-0.004029698876306247,0.03668620508044693,0.017721917947726873,0.9953289288446678,-0.08752359331046392
0.1835869998903945,0.002331154030975029,0.019391160050757306,0.9997992513316806,-0.004472769766153044,0.03644892021509175,0.017835286539568174,0.9952954335111315,-0.08797942260036964
0.20030399993993342,0.002180728735175496,0.019682649034952704,0.9997918297921233,-0.00491272124883224,0.036197974241271726,0.018149688320145907,0.9952549798380027,-0.08847497150249109
0.21702099998947233,0.002036713854768362,0.01997982167985618,0.9997841680794896,-0.005317497524021357,0.036076928061710756,0.018473831196105905,0.9952085403890327,-0.08897827801940794
0.23373799992259592,0.0017600918118622346,0.02023730018923897,0.9997782083115695,-0.0055576922524233335,0.0356829756075936,0.01866441931716789,0.9952023447354961,-0.08916646082643354
0.25045499997213483,0.0016503605838110993,0.02062215436746484,0.9997701400141656,-0.005627627852271137,0.035534973006518956,0.01906066869775419,0.9951827344116957,-0.08936040359734873
